id_area,lat,lon,declividade,irradiacao,potencial_mw,custo_conexao,area_protegida
11477,-16.81997208212391,-45.80259918382941,0.64834356,3.8180027917876087,188.16644959046056,127984938.89205708,0
11478,-16.81997208212391,-45.752424056706005,0.5939052,3.8180027917876087,188.16644959046056,126299449.77834316,0
11479,-16.81997208212391,-45.70224892958261,0.5564225,3.8180027917876087,188.16644959046056,124656825.17029773,0
11480,-16.81997208212391,-45.65207380245921,0.89882725,3.8180027917876087,188.16644959046056,123058933.40874462,0
11481,-16.81997208212391,-45.60189867533581,1.0694237,3.8180027917876087,188.16644959046056,121507697.55903634,0
11482,-16.81997208212391,-45.551723548212415,0.89233387,3.8180027917876087,188.16644959046056,120005091.39269881,0
11483,-16.81997208212391,-45.50154842108902,1.0220892,3.8180027917876087,188.16644959046056,118553134.34313354,0
11484,-16.81997208212391,-45.45137329396562,0.8114727,3.8180027917876087,188.16644959046056,117153885.34777737,0
11485,-16.81997208212391,-45.40119816684222,0.78651917,3.8180027917876087,188.16644959046056,115809435.49861117,0
11486,-16.81997208212391,-45.351023039718825,1.049546,3.8180027917876087,188.16644959046056,114521899.43714559,0
11487,-16.81997208212391,-45.30084791259543,0.5426684,3.8180027917876087,188.16644959046056,113293405.44955753,0
11488,-16.81997208212391,-45.25067278547203,0.57895154,3.8180027917876087,188.16644959046056,112126084.24290255,1
11489,-16.81997208212391,-45.20049765834863,0.9603721,3.8180027917876087,188.16644959046056,111022056.41449837,0
11490,-16.81997208212391,-45.150322531225235,1.0552716,3.8180027917876087,188.16644959046056,109983418.66351458,0
11491,-16.81997208212391,-45.10014740410183,0.9344995,3.8180027917876087,188.16644959046056,109012228.83602327,0
11492,-16.81997208212391,-45.04997227697844,1.7295187,3.8180027917876087,188.16644959046056,108110489.94126135,0
11493,-16.81997208212391,-44.99979714985504,1.1381015,3.8180027917876087,188.16644959046056,107280133.32616034,0
11494,-16.81997208212391,-44.94962202273164,0.35114577,3.8180027917876087,188.16644959046056,106523001.24530205,0
11495,-16.81997208212391,-44.89944689560824,0.8655969,3.8180027917876087,188.16644959046056,105840829.11186406,1
11496,-16.81997208212391,-44.84927176848485,0.926805,3.8180027917876087,188.16644959046056,105235227.75896722,1
11497,-16.81997208212391,-44.799096641361444,1.5635817,3.8180027917876087,188.16644959046056,104707666.07703443,0
11498,-16.81997208212391,-44.74892151423805,1.5425637,3.8180027917876087,188.16644959046056,104259454.41821554,0
11499,-16.81997208212391,-44.69874638711465,1.7467706,3.8180027917876087,188.16644959046056,103891729.17080677,0
